AtNum,Group,OxSt,Mult,CN,NZ,Rsd,V,S,G3,VCP,RCMTop,PartOmegaOxygen,RMin,RMax,RAverage
29,E11(Cu),2,1,6,5.75,1.296979,9.13875,25.50054,0.08372211,12.23811,0,0.943986,1.97173,2.3303,2.10582
56,E2(Be),2,2,10,9.21,1.618184,17.74893,36.85444,0.07955552,49.37806,0.047755,0.95658,2.81718,2.93189,2.85963
25,E7(Mn),2,2,6,5.86,1.35096,10.32799,28.41768,0.08386007,13.51483,0,0.989564,2.13404,2.20318,2.17159
26,E8(Fe),2,2,6,5.87,1.321624,9.66969,27.26239,0.08397595,12.60785,0,0.994744,2.0911,2.14458,2.12284
22,E4(Ti),4,2,4,4.35,1.283177,8.85011,27.23827,0.09150051,2.9423,0.014206,0.910174,1.78276,1.79805,1.79005
11,E1(Li),1,2,6,6.18,1.468927,13.27667,32.05583,0.08233794,18.24262,0.052329,0.788133,2.28733,2.52175,2.41222
57,E3(Ln),3,2,10,8.08,1.457679,12.97401,30.19968,0.07944188,37.347,0.009584,0.999044,2.47753,2.73857,2.59116
27,E9(Co),2,4,6,5.58,1.302779,9.26192,26.27176,0.08372614,12.13795,0.034923,0.973898,2.03043,2.14669,2.09652
27,E9(Co),2,4,6,5.61,1.3047,9.30295,26.38365,0.0839159,12.10974,0.046487,0.97641,2.03495,2.15149,2.09682
27,E9(Co),2,4,6,5.59,1.307448,9.36185,26.46231,0.08394467,12.16745,0.051381,0.975545,2.02165,2.16468,2.1007
27,E9(Co),2,4,6,5.49,1.304934,9.30796,26.34164,0.08375652,12.21752,0.038959,0.969378,2.02408,2.19417,2.10102
4,E2(Be),2,2,4,4.02,1.198342,7.20827,25.98094,0.10120622,2.17015,0.024267,0.983297,1.61301,1.62347,1.61769
4,E2(Be),2,2,4,3.99,1.198971,7.21963,26.0094,0.10150914,2.16343,0.027711,0.9839,1.60645,1.62487,1.61634
58,E3(Ln),4,4,8,7.54,1.367874,10.72079,27.55398,0.0812532,22.71155,0.016176,1,2.31175,2.35993,2.33465
27,E9(Co),2,2,6,5.41,1.295216,9.10155,26.26311,0.08438791,11.62381,0.019156,0.99531,2.00205,2.20471,2.0776
27,E9(Co),2,2,6,5.47,1.321397,9.6647,26.95127,0.08539896,11.56609,0.079905,0.960604,2.02073,2.35277,2.10971
24,E6(Cr),3,4,6,5.93,1.211998,7.45752,22.90452,0.0833482,9.93744,0.004872,1,1.9391,1.96264,1.95358
24,E6(Cr),3,4,6,5.96,1.211371,7.44595,22.88065,0.08334689,9.92217,0.00465,1,1.94232,1.96192,1.95257
24,E6(Cr),3,4,6,5.94,1.213969,7.49396,22.97906,0.08334926,9.98563,0.00611,1,1.94136,1.96488,1.95674
24,E6(Cr),3,4,6,5.95,1.21658,7.54242,23.08112,0.08337457,10.04022,0.011398,1,1.94373,1.97049,1.96064
24,E6(Cr),3,4,6,5.94,1.216622,7.54321,23.08212,0.08336521,10.04395,0.007749,1,1.948,1.97063,1.96082
24,E6(Cr),3,4,6,5.97,1.218348,7.57535,23.14543,0.08335048,10.09336,0.005672,1,1.95643,1.97019,1.96376
24,E6(Cr),3,4,6,5.95,1.218679,7.58152,23.15992,0.08336544,10.09524,0.009238,1,1.94586,1.97034,1.96413
24,E6(Cr),3,4,6,5.95,1.217466,7.55891,23.11235,0.08335291,10.07053,0.005443,1,1.95613,1.96723,1.96231
24,E6(Cr),3,4,6,5.94,1.217835,7.56579,23.12599,0.0833529,10.08092,0.007665,1,1.94983,1.9752,1.96295
29,E11(Cu),2,2,4,5.09,1.366328,10.68447,28.72338,0.08995461,0,0,0.784976,1.91703,1.91874,1.91789
29,E11(Cu),2,2,4,5.09,1.367472,10.71135,28.79764,0.08996225,0,0,0.785604,1.91891,1.92044,1.91968
29,E11(Cu),2,2,4,5.09,1.368955,10.74622,28.83501,0.0899136,0,0,0.784738,1.92137,1.92343,1.9224
29,E11(Cu),2,2,4,5.05,1.375262,10.89545,29.1908,0.090355,0,0,0.789742,1.9222,1.92601,1.9241
29,E11(Cu),2,4,5,5.36,1.299404,9.19012,26.27608,0.0852137,6.05181,0.020341,0.892808,1.95158,2.19692,2.01287
29,E11(Cu),2,4,5,5.37,1.297858,9.15736,26.14418,0.08505178,5.99851,0.020846,0.890456,1.949,2.18495,2.01125
31,E13(B),3,4,6,5.92,1.215137,7.51561,23.03278,0.08341485,9.99092,0.003268,1,1.94515,1.96861,1.95785
49,E13(B),3,4,6,5.91,1.321317,9.66294,27.25115,0.08349353,12.77673,0.008783,1,2.10754,2.14616,2.1276
25,E7(Mn),3,4,6,5.93,1.163699,6.60102,21.15554,0.08365201,8.6838,0.005867,1,1.85925,1.8934,1.87222
25,E7(Mn),3,4,6,5.75,1.228703,7.77015,23.54333,0.08338672,10.35345,0.006578,1,1.9307,2.01997,1.98069
25,E7(Mn),3,4,6,5.62,1.23615,7.91228,23.85488,0.08369652,10.52225,0.014615,1,1.93113,2.11217,1.9935
25,E7(Mn),3,4,6,5.59,1.241067,8.00708,24.04087,0.08366534,10.65488,0.016726,1,1.90195,2.11166,2.00151
25,E7(Mn),3,4,6,5.62,1.237904,7.94601,23.90959,0.08355942,10.58409,0.011221,1,1.9147,2.08955,1.99628
25,E7(Mn),3,2,6,5.58,1.232233,7.83731,23.68892,0.08351296,10.42997,0.017619,1,1.89443,2.0458,1.9864
25,E7(Mn),3,2,6,5.72,1.237889,7.94573,23.90518,0.08346673,10.56676,0.012123,1,1.92572,2.03495,1.99508
25,E7(Mn),3,2,6,5.79,1.236749,7.92379,23.86291,0.08346115,10.53268,0.012065,1,1.96379,2.04611,1.99281
25,E7(Mn),3,2,6,5.87,1.237521,7.93864,23.87893,0.0833669,10.582,0.013669,1,1.95757,2.02775,1.99484
25,E7(Mn),3,2,6,5.65,1.235759,7.90479,23.8238,0.08349505,10.51895,0.012819,1,1.91332,2.05262,1.99208
25,E7(Mn),3,2,6,5.85,1.235966,7.90875,23.82257,0.08338305,10.53521,0.00861,1,1.96131,2.01696,1.99217
25,E7(Mn),3,2,6,5.78,1.239463,7.97609,23.95818,0.08339991,10.62713,0.007364,1,1.95287,2.04013,1.99802
25,E7(Mn),3,2,6,5.63,1.237507,7.93838,23.89123,0.08350825,10.56972,0.012572,1,1.90522,2.05945,1.9952
42,E6(Cr),3,4,6,5.95,1.286337,8.91565,25.80814,0.08345327,11.83697,0.015836,0.999745,2.05959,2.08107,2.07213
42,E6(Cr),3,4,6,5.93,1.286229,8.91341,25.79688,0.08342236,11.84638,0.007415,0.999633,2.06528,2.07909,2.0723
42,E6(Cr),3,4,6,5.94,1.286061,8.90991,25.79005,0.08346291,11.82357,0.010192,0.999316,2.06499,2.07651,2.07151
46,E10(Ni),2,2,4,5.08,1.423973,12.09467,31.2089,0.09070515,0,0,0.787704,1.98154,1.98355,1.98254
46,E10(Ni),2,2,4,5.01,1.43526,12.38455,31.75795,0.09150841,0,0,0.794906,1.98008,1.98906,1.98457
44,E8(Fe),3,8,6,5.96,1.240556,7.99719,24.01228,0.08345557,10.61448,0.004174,1,1.98998,2.00741,1.99829
44,E8(Fe),3,4,6,5.96,1.240706,8.00009,24.00795,0.08338566,10.64281,0.006748,1,1.98662,2.0126,1.99938
23,E5(V),4,2,5,3.96,1.268667,8.55326,26.35143,0.09325611,5.16403,0.168556,0.976778,1.58457,1.97018,1.8918
23,E5(V),4,2,5,3.98,1.270267,8.58566,26.30923,0.09264614,5.19845,0.163255,0.973104,1.59429,1.97739,1.8968
23,E5(V),4,2,5,4,1.271257,8.60574,26.31387,0.09239015,5.21312,0.161008,0.971775,1.59955,1.97849,1.89938
23,E5(V),4,2,5,3.96,1.268171,8.54323,26.30243,0.09316063,5.16461,0.167739,0.975949,1.58564,1.97243,1.89145
23,E5(V),4,2,5,3.98,1.272577,8.63259,26.39602,0.09234807,5.24032,0.159114,0.972157,1.59889,1.98301,1.90186
23,E5(V),4,2,5,3.98,1.273949,8.66054,26.45492,0.09240621,5.2539,0.160554,0.972387,1.60007,1.98505,1.90362
23,E5(V),4,2,5,3.98,1.272804,8.6372,26.40504,0.09236989,5.23994,0.159814,0.972254,1.59948,1.98236,1.90202
23,E5(V),4,2,5,3.98,1.274788,8.67766,26.48432,0.09238582,5.26385,0.160423,0.972196,1.60131,1.98664,1.90496
23,E5(V),4,2,5,3.98,1.2711,8.60256,26.33008,0.09231382,5.21949,0.158934,0.972051,1.59764,1.98,1.89979
23,E5(V),4,2,5,3.98,1.273337,8.64806,26.42256,0.09231275,5.24825,0.159229,0.972017,1.6002,1.98476,1.90316
23,E5(V),4,2,5,3.99,1.269967,8.57958,26.27022,0.09221692,5.20921,0.157585,0.971463,1.59748,1.97895,1.89857
23,E5(V),4,2,5,3.99,1.273076,8.64274,26.40443,0.09227294,5.24476,0.158999,0.971764,1.60009,1.98451,1.90298
23,E5(V),4,2,5,3.98,1.269242,8.56489,26.2581,0.09238141,5.19172,0.159888,0.972386,1.59505,1.97674,1.8966
23,E5(V),4,2,5,3.99,1.272407,8.62913,26.38832,0.09242317,5.2284,0.160849,0.972438,1.59926,1.98191,1.90105
30,E12(Zn),2,2,5,5.14,1.337978,10.0331,28.09467,0.08652149,6.75124,0.025872,0.913394,2.02111,2.05109,2.03631
40,E4(Ti),4,4,8,7.77,1.285339,8.89492,24.38841,0.08202538,18.31085,0.000942,1,2.17593,2.20087,2.18853
40,E4(Ti),4,4,8,7.76,1.286475,8.91852,24.43185,0.08203973,18.3506,0.003628,1,2.17684,2.20761,2.19047
64,E3(Ln),3,2,9,7.4,1.406057,11.64388,28.63403,0.08011767,28.73457,0.013772,0.999875,2.37045,2.56869,2.44834
64,E3(Ln),3,2,9,7.39,1.40352,11.58095,28.51113,0.08010483,28.65122,0.017795,0.998402,2.36517,2.55759,2.44474
48,E12(Zn),2,18,7,6.11,1.417583,11.93257,30.16996,0.08229205,19.71094,0.031743,0.946519,2.27148,2.50138,2.35577
3,E1(Li),1,2,3,5.21,1.340069,10.08023,27.78912,0.09092914,0,0.104111,0.558201,1.86941,1.87447,1.87165
3,E1(Li),1,2,3,5.18,1.360106,10.53918,27.94364,0.08928634,0,0.148328,0.554304,1.86893,1.88534,1.87959
3,E1(Li),1,2,3,4.8,1.388343,11.20932,28.83581,0.08893125,0,0.038523,0.582821,1.85747,1.90476,1.88306
3,E1(Li),1,2,3,4.68,1.399647,11.48536,29.67051,0.08990131,0,0.047761,0.584546,1.83954,1.93436,1.89216
3,E1(Li),1,2,3,4.75,1.42202,12.04496,30.42743,0.0905791,0,0.140516,0.593352,1.86359,1.94269,1.90024
3,E1(Li),1,2,3,4.83,1.389653,11.24107,29.2124,0.08924098,0,0.042112,0.581147,1.85723,1.9205,1.89467
3,E1(Li),1,2,3,5.28,1.340404,10.08777,27.32488,0.08865308,0,0.100469,0.542358,1.87169,1.89257,1.88292
3,E1(Li),1,2,3,5.34,1.325963,9.76523,26.54643,0.08742281,0,0.092846,0.543401,1.86328,1.90157,1.88216
3,E1(Li),1,2,3,5.7,1.320136,9.63706,25.70747,0.08644252,0,0.155976,0.521526,1.8669,1.89582,1.87862
3,E1(Li),1,2,4,5.09,1.373269,10.84814,28.26591,0.09144979,3.54118,0.221539,0.713411,1.93121,1.9845,1.9493
3,E1(Li),1,2,4,5.04,1.36725,10.70613,28.0289,0.08912969,3.64436,0.144746,0.707368,1.92936,1.98129,1.96057
3,E1(Li),1,2,4,4.88,1.372581,10.83184,28.3446,0.0898883,3.59787,0.149108,0.724956,1.92469,1.98178,1.95673
11,E1(Li),1,4,6,6.21,1.498695,14.10029,33.75225,0.08390185,17.49888,0.077205,0.894427,2.39384,2.42308,2.40776
42,E6(Cr),2,8,4,5.65,1.355568,10.43403,28.44491,0.0845844,0.37613,0.102767,0.810317,2.10523,2.13577,2.11751
28,E10(Ni),2,1,6,5.74,1.274127,8.66416,25.29662,0.08354099,11.5226,0,0.99842,1.99637,2.14045,2.05401
28,E10(Ni),2,1,6,5.79,1.272786,8.63685,25.13122,0.08341832,11.50338,0,0.987744,2.00005,2.13081,2.05274
28,E10(Ni),2,4,6,5.54,1.275692,8.69613,25.22151,0.08396556,11.32992,0.033639,0.974539,1.98502,2.13705,2.05213
65,E3(Ln),3,8,9,8.14,1.400659,11.51027,28.19962,0.07990461,29.22691,0.01847,0.990591,2.3472,2.53409,2.4484
27,E9(Co),2,4,6,5.83,1.299389,9.18981,25.92599,0.08329561,12.07501,0.011845,0.943582,2.04607,2.20375,2.09868
27,E9(Co),2,2,6,5.41,1.305964,9.33,26.59784,0.08421275,11.82322,0.006292,0.989248,2.0185,2.1345,2.09287
42,E6(Cr),6,2,6,4.7,1.191077,7.07796,22.3875,0.0848004,9.21846,0.045847,0.999994,1.68411,2.18716,1.92461
42,E6(Cr),6,2,6,4.72,1.185422,6.97762,22.1379,0.08469464,9.17622,0.036277,1,1.68356,2.18147,1.91813
42,E6(Cr),6,8,6,4.56,1.21503,7.51363,23.41129,0.08566994,9.72423,0.056208,0.998565,1.69647,2.26391,1.96962
28,E10(Ni),2,4,4,4.86,1.351812,10.34756,28.51737,0.09369748,0,0,0.813994,1.83633,1.84516,1.84074
28,E10(Ni),2,4,6,5.27,1.278454,8.75274,25.60601,0.08453702,11.25976,0.043094,0.993205,1.95202,2.25294,2.0553
28,E10(Ni),2,2,6,5.77,1.268206,8.54394,25.16429,0.08498582,10.7756,0,0.98972,1.97213,2.11473,2.027
30,E12(Zn),2,2,4,4.2,1.415062,11.86903,33.43199,0.09446578,3.54953,0.081283,0.907613,1.91371,1.97125,1.94135
30,E12(Zn),2,8,5,4.85,1.376713,10.92997,30.42904,0.09469066,6.6178,0.169143,0.954381,1.98058,2.08789,2.0219
29,E11(Cu),2,2,4,4.9,1.319471,9.6225,27.45131,0.08787642,0.46293,0.026246,0.994122,1.88474,1.93394,1.91068
29,E11(Cu),2,2,4,4.73,1.37449,10.87712,29.58399,0.09291901,0.12743,0.129381,0.909497,1.88806,1.93236,1.90641
48,E12(Zn),2,2,7,5.91,1.435751,12.39727,30.98444,0.08306345,19.86592,0.027055,0.932041,2.23023,2.54824,2.37547
28,E10(Ni),2,2,6,6.26,1.272543,8.63188,24.61583,0.08270541,11.67586,0,0.918314,2.05628,2.06765,2.06175
26,E8(Fe),2,8,6,5.65,1.231277,7.81908,23.6815,0.08356562,10.32938,0.008868,1,1.93901,2.02761,1.98294
26,E8(Fe),2,8,6,5.76,1.23651,7.91921,23.87754,0.08360384,10.45169,0.024388,1,1.94263,2.0359,1.99094
56,E2(Be),2,4,11,9.98,1.609994,17.4808,36.17619,0.0788633,54.62162,0.016462,0.980565,2.83964,2.94802,2.88713
92,E3(An),6,4,6,4.72,1.308087,9.37559,26.86147,0.08552975,12.41507,0.013627,0.999468,1.7898,2.28165,2.11876
19,E1(Li),1,4,8,8.06,1.684383,20.01757,39.52855,0.08082641,38.71519,0.073026,0.785333,2.71878,3.1659,2.92425
19,E1(Li),1,4,5,7.4,1.755522,22.66248,44.35373,0.08538209,12.85247,0.21895,0.652927,2.66937,2.92361,2.79676
92,E3(An),6,4,6,4.58,1.310363,9.42462,26.98109,0.08554029,12.4394,0.015746,1,1.79323,2.28334,2.1209
27,E9(Co),2,8,5,5.08,1.345126,10.19478,28.11223,0.08867157,5.9493,0.100713,0.884895,1.96106,2.0786,2.02475
27,E9(Co),2,8,5,4.92,1.358846,10.50992,28.86071,0.08970422,6.08582,0.106435,0.893865,1.9678,2.10398,2.03292
27,E9(Co),2,32,5,5.02,1.354862,10.41775,28.6341,0.08927014,5.95283,0.101789,0.891549,1.96845,2.08456,2.03228
56,E2(Be),2,4,9,7.99,1.584601,16.66665,35.76109,0.07945779,43.10715,0.020199,0.965159,2.68566,2.96302,2.78175
29,E11(Cu),2,4,5,5.28,1.305238,9.31446,26.57549,0.08602927,5.87406,0.031516,0.8916,1.94431,2.19891,2.01319
12,E2(Be),2,2,6,5.9,1.284253,8.87239,25.55366,0.08320845,11.86024,0,0.98098,2.03931,2.0956,2.07241
50,E14(Ñ),4,2,6,5.77,1.272651,8.63408,25.29338,0.08395496,11.27268,0,0.99563,1.98571,2.09087,2.045
12,E2(Be),2,2,6,6.19,1.285376,8.89569,25.36916,0.08298414,11.9249,0,0.962742,2.04536,2.0988,2.07635
32,E14(Ñ),4,2,6,5.72,1.169649,6.70279,21.27919,0.08347418,8.91767,0,0.994729,1.81979,1.94436,1.88577
27,E9(Co),2,2,6,6.3,1.290582,9.00421,25.2772,0.08263212,12.20208,0,0.923159,2.05967,2.11731,2.09247
32,E14(Ñ),4,2,6,5.69,1.167854,6.67197,21.22759,0.08351724,8.87046,0,0.995654,1.81391,1.94716,1.88268
28,E10(Ni),2,2,6,6.13,1.272606,8.63318,24.74027,0.08292458,11.5856,0,0.944255,2.03036,2.07438,2.05635
50,E14(Ñ),4,2,6,5.76,1.273417,8.64969,25.32223,0.08395036,11.2977,0,0.995626,1.9845,2.09185,2.0464
27,E9(Co),2,8,6,5.63,1.297536,9.15055,25.77674,0.08336756,12.12111,0.033719,0.930092,2.05275,2.16484,2.09629
48,E12(Zn),2,4,6,5.72,1.418963,11.96746,30.43087,0.08288345,16.18257,0.042034,0.875747,2.20624,2.44439,2.30407
48,E12(Zn),2,4,5,5.2,1.465409,13.1815,33.00125,0.08607657,8.31268,0.036181,0.932687,2.18431,2.30537,2.23555
60,E3(Ln),3,2,9,7.34,1.441072,12.53562,30.067,0.08024282,30.90162,0.020121,1,2.38817,2.61133,2.50934
64,E3(Ln),3,2,9,7.4,1.414515,11.85527,28.98827,0.08017903,29.17079,0.026698,0.999426,2.36216,2.58713,2.46303
48,E12(Zn),2,2,6,6.09,1.406375,11.65177,30.29479,0.08313925,15.56915,0,0.963865,2.24779,2.30019,2.2704
48,E12(Zn),2,2,6,5.85,1.419845,11.98978,31.34576,0.08337642,15.96599,0,0.994435,2.24248,2.32594,2.28879
63,E3(Ln),3,4,8,6.85,1.412586,11.80682,29.23369,0.08115401,24.44101,0.030071,0.980506,2.2958,2.6987,2.41948
62,E3(Ln),3,4,8,6.96,1.422613,12.06003,29.64849,0.0811776,24.90312,0.039889,0.980131,2.33898,2.70967,2.43512
57,E3(Ln),3,4,8,6.94,1.473243,13.39403,31.82174,0.08125081,27.44295,0.036774,0.979381,2.42174,2.74515,2.51719
58,E3(Ln),3,4,8,6.97,1.459267,13.01646,31.20012,0.08117157,26.76347,0.035672,0.979241,2.39022,2.74096,2.49588
64,E3(Ln),3,4,8,7.05,1.402098,11.54579,28.79463,0.08117438,23.92877,0.043346,0.980207,2.30819,2.71069,2.40243
60,E3(Ln),3,4,8,7,1.434728,12.37078,30.17773,0.08123515,25.47305,0.042497,0.981151,2.35381,2.73771,2.45516
27,E9(Co),2,2,6,6.26,1.289581,8.98326,25.04468,0.08259065,12.13144,0.012466,0.894088,2.06613,2.13116,2.09189
27,E9(Co),2,2,6,6.07,1.302653,9.25923,25.98019,0.08312775,12.33109,0.010742,0.951665,2.08304,2.11823,2.10246
27,E9(Co),2,4,6,6.1,1.298613,9.17334,25.60381,0.08284909,12.32789,0.015881,0.913704,2.04158,2.13918,2.10291
27,E9(Co),2,4,6,6.13,1.296076,9.11969,25.426,0.08277102,12.25789,0.00978,0.898599,2.07268,2.1281,2.09952
27,E9(Co),2,4,6,6.19,1.295818,9.11425,25.40396,0.08275358,12.27182,0.001722,0.896381,2.07437,2.12746,2.09955
12,E2(Be),2,4,6,5.44,1.280961,8.80434,25.57513,0.08405961,11.38652,0.026171,0.985985,1.9963,2.09238,2.05665
26,E8(Fe),3,2,6,6,1.24661,8.11485,24.41053,0.08521825,9.83611,0.005396,0.992642,1.97959,1.99637,1.98566
26,E8(Fe),3,2,6,5.95,1.243632,8.05683,24.20832,0.08407452,10.36308,0.002808,0.998521,1.97593,2.00952,1.99476
26,E8(Fe),3,2,6,5.9,1.243272,8.04984,24.18568,0.08405378,10.35478,0.012146,0.998258,1.97859,2.00155,1.99424
26,E8(Fe),3,2,6,5.94,1.244313,8.07008,24.25549,0.08417031,10.33297,0.006553,0.998992,1.98063,2.00585,1.99465
50,E14(Ñ),2,1,4,5.78,1.533121,15.09448,33.23312,0.08888117,4.1642,0.382086,0.580944,2.0816,2.3895,2.23969
50,E14(Ñ),2,1,4,5.92,1.5707,16.23187,35.04557,0.08991359,4.38316,0.412358,0.599387,2.12173,2.42234,2.26552
50,E14(Ñ),2,2,4,5.89,1.553725,15.71125,34.15838,0.08948208,4.27372,0.404625,0.587981,2.1113,2.40558,2.25248
50,E14(Ñ),2,2,4,5.46,1.522143,14.77254,33.54394,0.08829883,5.19175,0.344743,0.572642,2.03798,2.62631,2.24923
50,E14(Ñ),2,2,4,5.66,1.623157,17.91308,37.53675,0.09574294,5.03665,0.530404,0.591897,2.09469,2.31663,2.21964
50,E14(Ñ),2,2,4,5.5,1.552077,15.66133,34.79881,0.08999567,5.03778,0.395593,0.597789,2.06107,2.44046,2.21772
50,E14(Ñ),2,2,4,5.56,1.608809,17.44222,37.2933,0.09517672,4.96309,0.513182,0.600889,2.06482,2.38618,2.21109
50,E14(Ñ),2,2,4,5.39,1.685065,20.0419,40.63891,0.09949221,5.2117,0.626916,0.574598,2.04757,2.57705,2.23843
50,E14(Ñ),2,4,3,5.27,1.673069,19.6169,40.4317,0.09545997,0,0.513896,0.608568,2.06718,2.20628,2.11655
50,E14(Ñ),2,4,3,5.42,1.648742,18.77358,38.95588,0.09759697,0,0.576513,0.58025,2.07144,2.1916,2.11454
50,E14(Ñ),2,4,3,5.27,1.654648,18.97603,39.60866,0.09584327,0,0.507031,0.600712,2.0747,2.19582,2.11755
50,E14(Ñ),2,4,4,5.54,1.652905,18.91612,38.82126,0.09682793,5.02396,0.573997,0.601694,2.09863,2.37233,2.23004
50,E14(Ñ),2,4,4,5.4,1.719122,21.28183,42.22699,0.10509819,4.95397,0.713104,0.617303,2.08607,2.36038,2.21973
50,E14(Ñ),2,4,3,5.45,1.586432,16.72448,35.72826,0.08954213,0,0.430731,0.566515,2.06728,2.19878,2.11741
50,E14(Ñ),2,4,4,5.39,1.618535,17.76049,37.69211,0.0942612,5.30767,0.507557,0.58968,2.06355,2.67974,2.26481
50,E14(Ñ),2,4,4,5.47,1.695166,20.40446,41.35345,0.10131908,5.18686,0.656753,0.608104,2.07791,2.45201,2.24491
50,E14(Ñ),2,4,4,5.3,1.6601,19.16423,39.70402,0.09704299,5.20192,0.540705,0.607267,2.06492,2.61768,2.25102
50,E14(Ñ),2,4,4,5.43,1.636294,18.35155,38.24075,0.09392419,5.11864,0.522632,0.602271,2.08965,2.40992,2.23785
50,E14(Ñ),2,4,4,5.25,1.643945,18.61016,39.09029,0.09504829,5.29405,0.492231,0.603699,2.07168,2.69806,2.26691
50,E14(Ñ),2,4,3,5.32,1.632137,18.21202,38.20768,0.09350833,0,0.498064,0.578133,2.07676,2.25226,2.13599
30,E12(Zn),2,2,4,4.33,1.417174,11.92224,32.9673,0.09269892,3.80836,0.045759,0.946097,1.95955,2.00232,1.97681
29,E11(Cu),2,4,4,5.14,1.352831,10.37098,28.19907,0.0886628,1.34329,0.037143,0.896226,1.90545,1.96843,1.94766
29,E11(Cu),2,4,5,4.53,1.372264,10.82434,29.64895,0.09193031,6.16484,0.164912,0.889057,1.91963,2.2884,2.03218
48,E12(Zn),2,4,6,6.07,1.411301,11.77464,30.17822,0.08277502,15.99755,0.019641,0.864859,2.23399,2.36862,2.29623
25,E7(Mn),2,4,6,5.63,1.354104,10.40026,28.52575,0.08426289,13.12315,0.026244,0.966013,2.12432,2.22484,2.1691
25,E7(Mn),2,4,6,5.9,1.357101,10.46947,28.6569,0.08433189,13.18379,0.026972,0.972254,2.12427,2.22942,2.17259
30,E12(Zn),2,4,6,5.62,1.300898,9.22186,26.30389,0.08386023,11.91056,0.014408,0.976025,2.03246,2.15317,2.09021
29,E11(Cu),2,8,5,5.4,1.317834,9.58673,26.65448,0.08578485,6.54772,0.003631,0.89981,1.93303,2.32287,2.03614
29,E11(Cu),2,4,5,5.3,1.34204,10.12477,27.47808,0.09141678,6.14487,0.203384,0.803587,1.93495,2.244,2.01585
29,E11(Cu),2,2,5,5.49,1.323657,9.71438,26.52324,0.08814976,6.08173,0.146954,0.873857,1.9583,2.2059,2.01864
29,E11(Cu),2,4,6,5.38,1.304894,9.30709,25.97475,0.08564533,12.47148,0.000423,0.897583,1.92898,2.54309,2.13762
29,E11(Cu),2,4,6,5.55,1.299997,9.20271,26.11736,0.08494221,12.2953,0,0.958033,1.94492,2.42573,2.11135
29,E11(Cu),2,2,4,4.85,1.427436,12.18312,31.93271,0.09696774,0,0,0.824755,1.90037,1.90452,1.90244
29,E11(Cu),2,1,4,4.83,1.438341,12.46447,31.87391,0.09741357,0,0,0.823238,1.90114,1.91583,1.90849
29,E11(Cu),2,2,4,4.94,1.396633,11.4113,30.05552,0.09228563,0,0,0.802964,1.91361,1.91817,1.91589
29,E11(Cu),2,1,4,4.87,1.433825,12.34743,31.53754,0.09652109,0,0,0.817576,1.90569,1.92015,1.91292
29,E11(Cu),2,1,4,4.89,1.407015,11.66769,30.82273,0.09376829,0,0,0.814169,1.91043,1.9146,1.91251
58,E3(Ln),3,4,9,7.34,1.452598,12.83883,30.37905,0.07990292,32.60017,0.016897,0.989285,2.38978,2.7598,2.54503
58,E3(Ln),3,4,9,7.32,1.451754,12.81645,30.35478,0.07991353,32.53179,0.017394,0.991855,2.38689,2.75743,2.54342
3,E1(Li),1,4,4,4.37,1.43928,12.4889,34.05189,0.09561106,3.75672,0.104581,0.86778,1.96522,2.02945,1.99461
82,E14(Ñ),2,4,8,6.78,1.571882,16.26853,35.02342,0.08101805,29.8952,0.124627,0.893083,2.39799,2.97486,2.71171
82,E14(Ñ),2,4,9,7.44,1.559648,15.89161,34.33128,0.0809832,40.01662,0.155761,0.879883,2.47236,3.20197,2.75124
26,E8(Fe),2,4,6,6.19,1.295786,9.11357,25.53978,0.08276214,12.35722,0.008286,0.913,2.0822,2.14227,2.1027
11,E1(Li),1,4,6,4.92,1.592325,16.91157,39.1851,0.09128486,14.08383,0.107852,0.942892,2.25947,2.97487,2.47211
30,E12(Zn),2,4,5,4.65,1.37812,10.9635,31.05867,0.09290666,6.59096,0.092497,0.97465,1.94472,2.31421,2.0447
25,E7(Mn),2,1,6,5.84,1.330232,9.85986,26.73206,0.083652,13.03588,0,0.930854,1.9768,2.25856,2.15325
25,E7(Mn),2,1,6,6.03,1.354195,10.40238,28.03007,0.08325758,13.75832,0,0.952166,2.12967,2.2201,2.18489
20,E2(Be),2,4,6,5.71,1.474527,13.42909,32.48687,0.08363561,16.61079,0.025861,0.886816,2.19562,2.51783,2.38576
20,E2(Be),2,4,6,5.69,1.476999,13.49676,32.58937,0.08366899,16.63595,0.023606,0.884909,2.19207,2.51282,2.39067
38,E2(Be),2,4,6,5.91,1.546337,15.48822,35.35276,0.08319193,19.28452,0.023348,0.854518,2.32209,2.644,2.51507
38,E2(Be),2,4,6,5.85,1.547372,15.51932,35.44456,0.08331946,19.24027,0.024635,0.858129,2.31812,2.6482,2.51521
38,E2(Be),2,1,6,7.01,1.588278,16.78294,36.45356,0.08324828,19.7906,0,0.817851,2.51635,2.61675,2.55391
38,E2(Be),2,2,6,7.17,1.490723,13.87648,32.11084,0.08042049,17.35796,0.057577,0.745947,2.40765,2.68369,2.53389
56,E2(Be),2,2,7,7.9,1.61196,17.54492,36.8033,0.08059615,28.61875,0.10474,0.790724,2.65742,2.88509,2.7415
56,E2(Be),2,2,6,5.86,1.583245,16.62391,36.22842,0.08224953,20.2077,0.075092,0.702129,2.43208,3.18337,2.66367
56,E2(Be),2,2,7,7.74,1.614551,17.62966,36.87009,0.08110575,28.83657,0.119823,0.786279,2.63206,2.85922,2.73475
